"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2002","2002","PC","Percentage","0","Units",,,1.283407,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2003","2003","PC","Percentage","0","Units",,,2.173604,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2004","2004","PC","Percentage","0","Units",,,3.780947,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2005","2005","PC","Percentage","0","Units",,,1.929016,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2006","2006","PC","Percentage","0","Units",,,1.751998,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2007","2007","PC","Percentage","0","Units",,,4.218012,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2008","2008","PC","Percentage","0","Units",,,6.402451,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2009","2009","PC","Percentage","0","Units",,,0.4591647,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2010","2010","PC","Percentage","0","Units",,,0.3293091,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,4.803924,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.453962,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.9083796,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.639801,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,1.167711,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,-1.325349,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,-0.2021815,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,0.4555647,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,0.8851313,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,3.50503,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2021","2021","PC","Percentage","0","Units",,,3.469165,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,2.172844,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,1.683888,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.086263,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,1.98985,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,1.719486,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.283826,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,3.515364,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.611499,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,3.250866,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","GY","Percentage change on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,3.413118,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","GY","Percentage change on the same period of the previous year","A","Annual","2021","2021","PC","Percentage","0","Units",,,4.46165,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXOBSA","Index, s.a","A","Annual","1993","1993","IDX","Index","0","Units","2015_100","2015=100",60.94851,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXOBSA","Index, s.a","A","Annual","1994","1994","IDX","Index","0","Units","2015_100","2015=100",62.53771,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXOBSA","Index, s.a","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",64.29215,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXOBSA","Index, s.a","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",66.17669,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXOBSA","Index, s.a","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",67.72369,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXOBSA","Index, s.a","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",68.77496,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXOBSA","Index, s.a","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",70.27977,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXOBSA","Index, s.a","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",72.65302,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXOBSA","Index, s.a","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",74.70631,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXOBSA","Index, s.a","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",75.89118,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXOBSA","Index, s.a","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",77.61398,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXOBSA","Index, s.a","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",79.69189,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXOBSA","Index, s.a","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",82.39564,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXOBSA","Index, s.a","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",85.05367,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXOBSA","Index, s.a","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",87.47998,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXOBSA","Index, s.a","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",90.83842,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXOBSA","Index, s.a","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",90.51545,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXOBSA","Index, s.a","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",91.99994,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXOBSA","Index, s.a","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",94.90424,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXOBSA","Index, s.a","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",96.86812,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXOBSA","Index, s.a","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",98.28708,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXOBSA","Index, s.a","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",99.88152,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXOBSA","Index, s.a","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXOBSA","Index, s.a","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",101.2616,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXOBSA","Index, s.a","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",103.4186,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXOBSA","Index, s.a","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",105.9446,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXOBSA","Index, s.a","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",107.8646,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXOBSA","Index, s.a","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",109.1952,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXOBSA","Index, s.a","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",114.325,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","IXNB","National Index","A","Annual","2010","2010","IDX","Index","0","Units","2013M12_100","2013M12=100",94.55109,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","IXNB","National Index","A","Annual","2011","2011","IDX","Index","0","Units","2013M12_100","2013M12=100",96.09358,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","IXNB","National Index","A","Annual","2012","2012","IDX","Index","0","Units","2013M12_100","2013M12=100",99.40925,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","IXNB","National Index","A","Annual","2013","2013","IDX","Index","0","Units","2013M12_100","2013M12=100",100.5054,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","IXNB","National Index","A","Annual","2014","2014","IDX","Index","0","Units","2013M12_100","2013M12=100",100.9026,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","IXNB","National Index","A","Annual","2015","2015","IDX","Index","0","Units","2013M12_100","2013M12=100",99.89484,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","IXNB","National Index","A","Annual","2016","2016","IDX","Index","0","Units","2013M12_100","2013M12=100",99.87217,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","IXNB","National Index","A","Annual","2017","2017","IDX","Index","0","Units","2013M12_100","2013M12=100",99.49934,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","IXNB","National Index","A","Annual","2018","2018","IDX","Index","0","Units","2013M12_100","2013M12=100",99.82484,,
