season,title,year,month,day,av_rating,genre_1,genre_2,genre_3
3,Star Trek: Deep Space Nine,1995,1,29,7.5075,Action,Adventure,Drama
4,Star Trek: Deep Space Nine,1996,2,2,7.8226,Action,Adventure,Drama
5,Star Trek: Deep Space Nine,1997,2,2,7.7635,Action,Adventure,Drama
6,Star Trek: Deep Space Nine,1998,2,4,7.7814,Action,Adventure,Drama
7,Star Trek: Deep Space Nine,1999,1,31,7.7268,Action,Adventure,Drama
1,Star Trek: Discovery,2017,11,25,7.644,Action,Adventure,Drama
1,Star Trek: Enterprise,2002,1,18,7.4088,Action,Adventure,Drama
2,Star Trek: Enterprise,2003,1,16,7.5814,Action,Adventure,Drama
3,Star Trek: Enterprise,2004,1,17,7.8402,Action,Adventure,Drama
4,Star Trek: Enterprise,2005,1,24,7.8673,Action,Adventure,Drama
1,Star-Crossed,2014,3,31,8.922,Drama,Romance,Sci-Fi
1,Stargate SG-1,1997,11,2,7.7624,Action,Adventure,Drama
2,Stargate SG-1,1998,10,25,7.9423,Action,Adventure,Drama
3,Stargate SG-1,1999,10,26,8.0396,Action,Adventure,Drama
4,Stargate SG-1,2000,10,14,8.121,Action,Adventure,Drama
5,Stargate SG-1,2001,11,26,7.973,Action,Adventure,Drama
6,Stargate SG-1,2002,10,30,8.0128,Action,Adventure,Drama
7,Stargate SG-1,2003,10,30,8.0862,Action,Adventure,Drama
8,Stargate SG-1,2004,11,15,8.1376,Action,Adventure,Drama
9,Stargate SG-1,2005,11,11,7.8714,Action,Adventure,Drama
10,Stargate SG-1,2006,12,31,8.234,Action,Adventure,Drama
1,Stargate: Atlantis,2004,11,23,7.9845,Action,Adventure,Drama
2,Stargate: Atlantis,2005,11,12,7.9303,Action,Adventure,Drama
3,Stargate: Atlantis,2006,12,24,8.0255,Action,Adventure,Drama
4,Stargate: Atlantis,2007,12,18,8.1029,Action,Adventure,Drama
5,Stargate: Atlantis,2008,10,4,7.9907,Action,Adventure,Drama
1,State of Affairs,2015,1,1,7.6099,Drama,Thriller,NA
1,Station 19,2018,4,16,6.9797,Action,Drama,Romance
1,Still Star-Crossed,2017,7,12,2.9117,Drama,NA,NA
1,Strange Angel,2018,6,14,7.6,Drama,Mystery,NA
1,Strange Luck,1995,9,15,9,Drama,Mystery,Thriller
1,Stranger Things,2016,7,15,8.8542,Drama,Fantasy,Horror
2,Stranger Things,2017,10,27,8.4858,Drama,Fantasy,Horror
1,Studio 60 on the Sunset Strip,2007,1,25,8.52,Comedy,Drama,NA
1,Succession,2018,7,4,8.0931,Drama,NA,NA
1,Suits,2011,7,31,8.5879,Comedy,Drama,NA
2,Suits,2012,10,2,8.8026,Comedy,Drama,NA
3,Suits,2013,11,6,8.8124,Comedy,Drama,NA
4,Suits,2014,10,4,9.0095,Comedy,Drama,NA
5,Suits,2015,10,9,9.3501,Comedy,Drama,NA
6,Suits,2016,10,20,8.8941,Comedy,Drama,NA
7,Suits,2017,11,11,8.4893,Comedy,Drama,NA
8,Suits,2018,8,18,7.9305,Comedy,Drama,NA
1,Summerland,2004,6,1,8,Drama,NA,NA
1,Sunset Beat,1990,4,21,4.4,Drama,NA,NA
1,Supergirl,2016,1,17,7.873,Action,Adventure,Drama
2,Supergirl,2017,1,29,7.8593,Action,Adventure,Drama
3,Supergirl,2018,2,11,7.7416,Action,Adventure,Drama
1,Supernatural,2006,1,3,8.4951,Drama,Fantasy,Horror
2,Supernatural,2007,1,16,8.8329,Drama,Fantasy,Horror
3,Supernatural,2008,1,11,8.7794,Drama,Fantasy,Horror
4,Supernatural,2009,1,8,8.9288,Drama,Fantasy,Horror
5,Supernatural,2010,1,9,9.075,Drama,Fantasy,Horror
6,Supernatural,2011,1,14,8.7457,Drama,Fantasy,Horror
7,Supernatural,2012,1,15,8.6528,Drama,Fantasy,Horror
8,Supernatural,2013,1,20,8.5307,Drama,Fantasy,Horror
9,Supernatural,2014,1,26,8.4372,Drama,Fantasy,Horror
10,Supernatural,2015,1,29,8.5588,Drama,Fantasy,Horror
11,Supernatural,2016,1,28,8.9331,Drama,Fantasy,Horror
12,Supernatural,2017,2,5,8.5149,Drama,Fantasy,Horror
13,Supernatural,2018,1,29,8.8816,Drama,Fantasy,Horror
1,Sweetbitter,2018,5,6,7.7,Drama,NA,NA
1,Switched at Birth,2011,11,6,8.3964,Drama,Family,Romance
2,Switched at Birth,2013,3,27,8.9658,Drama,Family,Romance
1,TURN: Washington's Spies,2014,5,7,8.6618,Drama,History,War
2,TURN: Washington's Spies,2015,5,8,9.0911,Drama,History,War
3,TURN: Washington's Spies,2016,5,26,9.2022,Drama,History,War
4,TURN: Washington's Spies,2017,7,14,9.1314,Drama,History,War
1,Take Two,2018,8,2,8.2517,Comedy,Crime,Drama
1,Taken,2002,12,7,7.7978,Drama,Sci-Fi,NA
1,Teen Wolf,2011,7,8,8.5459,Action,Comedy,Drama
2,Teen Wolf,2012,7,6,8.8664,Action,Comedy,Drama
3,Teen Wolf,2013,10,28,9.0827,Action,Comedy,Drama
4,Teen Wolf,2014,7,31,8.8985,Action,Comedy,Drama
5,Teen Wolf,2015,10,30,8.8157,Action,Comedy,Drama
6,Teen Wolf,2017,4,26,8.8966,Action,Comedy,Drama
1,Ten Days in the Valley,2017,10,1,6.4,Drama,NA,NA
1,Terminator: The Sarah Connor Chronicles,2008,2,8,7.8637,Action,Drama,Sci-Fi
2,Terminator: The Sarah Connor Chronicles,2008,12,22,8.0501,Action,Drama,Sci-Fi
1,Terriers,2010,10,25,7.849,Crime,Drama,Mystery
1,Texas Rising,2015,6,2,7.4318,Drama,Western,NA
1,The 100,2014,4,30,8.1387,Drama,Mystery,Sci-Fi
2,The 100,2015,1,1,8.7143,Drama,Mystery,Sci-Fi
3,The 100,2016,3,20,7.2041,Drama,Mystery,Sci-Fi
4,The 100,2017,3,27,8.4482,Drama,Mystery,Sci-Fi
5,The 100,2018,6,2,9.0654,Drama,Mystery,Sci-Fi
1,The 4400,2004,7,26,7.7792,Drama,Mystery,Sci-Fi
2,The 4400,2005,7,18,7.7139,Drama,Mystery,Sci-Fi
3,The 4400,2006,7,15,7.6813,Drama,Mystery,Sci-Fi
4,The 4400,2007,7,30,7.8276,Drama,Mystery,Sci-Fi
1,The Affair,2014,11,14,8.0839,Drama,NA,NA
2,The Affair,2015,11,11,8.267,Drama,NA,NA
3,The Affair,2016,12,25,7.5078,Drama,NA,NA
4,The Affair,2018,7,18,8.4134,Drama,NA,NA
1,The Alienist,2018,2,22,8.1063,Drama,Mystery,NA
1,The Americans,2013,3,15,8.3796,Crime,Drama,Mystery
2,The Americans,2014,4,9,8.3946,Crime,Drama,Mystery
3,The Americans,2015,3,11,8.5822,Crime,Drama,Mystery
4,The Americans,2016,4,27,8.6061,Crime,Drama,Mystery
5,The Americans,2017,4,18,8.3003,Crime,Drama,Mystery
6,The Americans,2018,4,28,9.2232,Crime,Drama,Mystery
1,The Arrangement,2017,3,5,7.5,Drama,NA,NA
1,The Astronaut Wives Club,2015,6,25,8.1333,Drama,NA,NA
1,The Bastard Executioner,2015,10,12,7.6438,Drama,NA,NA
1,The Bible,2013,3,17,7.7113,Action,Documentary,Drama
1,The Big C,2010,10,4,8.071,Comedy,Drama,NA
2,The Big C,2011,8,5,8.1482,Comedy,Drama,NA
3,The Big C,2012,5,6,7.8251,Comedy,Drama,NA
4,The Big C,2013,5,2,8.9461,Comedy,Drama,NA
1,The Black Donnellys,2007,3,26,8.3567,Crime,Drama,NA
1,The Blacklist,2014,1,11,8.3851,Crime,Drama,Mystery
2,The Blacklist,2015,1,22,8.3825,Crime,Drama,Mystery
3,The Blacklist,2016,1,24,8.531,Crime,Drama,Mystery
4,The Blacklist,2017,1,21,8.1895,Crime,Drama,Mystery
5,The Blacklist,2018,1,19,8.4026,Crime,Drama,Mystery
1,The Blacklist: Redemption,2017,3,19,7.9925,Action,Crime,Drama
1,The Bold Type,2017,8,2,8.7055,Drama,NA,NA
2,The Bold Type,2018,6,14,8.1484,Drama,NA,NA
1,The Booth at the End,2011,7,11,7.7,Drama,Mystery,NA
1,The Borgias,2011,4,24,7.9655,Crime,Drama,History
2,The Borgias,2012,5,11,8.3097,Crime,Drama,History
3,The Borgias,2013,5,15,8.1817,Crime,Drama,History
1,The Brave,2017,11,13,8.3832,Action,Drama,Thriller
1,The Bridge,2013,8,21,7.9923,Crime,Drama,Mystery
2,The Bridge,2014,8,20,7.9283,Crime,Drama,Mystery
1,The Cape,1996,9,9,7.7,Action,Drama,NA
1,The Cape,2011,2,4,7.1332,Action,Drama,NA
1,The Case-Book of Sherlock Holmes,1991,3,10,7.8935,Crime,Drama,Mystery
2,The Case-Book of Sherlock Holmes,1993,5,6,7.4,Crime,Drama,Mystery
3,The Case-Book of Sherlock Holmes,1994,2,3,6.7455,Crime,Drama,Mystery
1,The Casual Vacancy,2015,4,7,7.2677,Drama,NA,NA
1,The Catch,2016,4,23,7.9548,Crime,Drama,Romance
2,The Catch,2017,4,20,7.6728,Crime,Drama,Romance
1,The Chi,2018,1,7,8,Drama,NA,NA
1,The Chicago Code,2011,2,26,7.8298,Action,Crime,Drama
1,The Client List,2012,4,25,7.2496,Drama,NA,NA
2,The Client List,2013,3,10,7.8,Drama,NA,NA
1,The Closer,2005,7,25,8.4395,Crime,Drama,Mystery
2,The Closer,2006,8,11,8.5265,Crime,Drama,Mystery
3,The Closer,2007,8,8,8.5123,Crime,Drama,Mystery
4,The Closer,2008,10,13,8.4451,Crime,Drama,Mystery
5,The Closer,2009,8,15,8.4455,Crime,Drama,Mystery
6,The Closer,2010,9,28,8.385,Crime,Drama,Mystery
7,The Closer,2011,12,19,8.472,Crime,Drama,Mystery
1,The Confession,2011,3,14,8.3,Action,Crime,Drama
1,The Corner,2000,4,23,8.5538,Crime,Drama,NA
1,The Crimson Field,2015,1,9,8.0049,Drama,War,NA
1,The Critic,1994,1,26,8.6,Animation,Comedy,Drama
1,The Crossing,2018,4,25,7.7816,Adventure,Drama,Sci-Fi
1,The Crown,2016,11,4,8.6831,Drama,History,NA
2,The Crown,2017,12,8,8.7604,Drama,History,NA
1,The Dead Zone,2002,7,29,7.4109,Drama,Fantasy,Mystery
2,The Dead Zone,2003,4,10,8.2952,Drama,Fantasy,Mystery
1,The Deuce,2017,10,2,8.286,Drama,NA,NA
2,The Deuce,2018,9,19,8.1559,Drama,NA,NA
4,The District,2003,10,18,8.6761,Comedy,Crime,Drama
1,The Durrells in Corfu,2016,5,14,8.009,Biography,Comedy,Drama
2,The Durrells in Corfu,2017,4,23,7.9,Biography,Comedy,Drama
1,The Event,2011,1,18,7.3038,Crime,Drama,Mystery
1,The Exorcist,2016,10,30,8.4688,Drama,Horror,Thriller
2,The Exorcist,2017,11,5,8.5158,Drama,Horror,Thriller
1,The Expanse,2016,1,4,8.261,Drama,Mystery,Sci-Fi
2,The Expanse,2017,3,8,8.7227,Drama,Mystery,Sci-Fi
3,The Expanse,2018,5,24,9.1892,Drama,Mystery,Sci-Fi
1,The Family,2016,4,2,8.4118,Drama,Mystery,NA
1,The Finder,2012,3,4,7.96,Comedy,Crime,Drama
1,The First,2018,9,14,6.914,Drama,Sci-Fi,NA
1,The Five,2016,4,29,7.9849,Crime,Drama,Mystery
1,The Flash,2015,1,29,8.953,Action,Adventure,Drama
2,The Flash,2016,1,28,8.8014,Action,Adventure,Drama
3,The Flash,2017,1,27,8.2708,Action,Adventure,Drama
4,The Flash,2018,1,28,7.7634,Action,Adventure,Drama
5,The Flash,2018,10,9,8.5,Action,Adventure,Drama
1,The Following,2013,3,11,7.6836,Crime,Drama,Mystery
2,The Following,2014,3,9,7.7402,Crime,Drama,Mystery
3,The Following,2015,4,13,7.5106,Crime,Drama,Mystery
1,The Fosters,2013,10,31,7.6663,Drama,Romance,NA
2,The Fosters,2014,11,4,7.3121,Drama,Romance,NA
3,The Fosters,2015,11,3,6.98,Drama,Romance,NA
4,The Fosters,2016,10,11,6.8895,Drama,Romance,NA
5,The Fosters,2017,8,8,8.3009,Drama,Romance,NA
1,The Fugitive Chronicles,2010,4,1,9.2,Crime,Drama,NA
1,The Gates,2010,7,4,7.1732,Crime,Drama,Fantasy
1,The Get Down,2017,1,29,8.5379,Drama,Music,Musical
1,The Gifted,2017,11,14,8.1769,Action,Drama,Fantasy
2,The Gifted,2018,9,28,7.8267,Action,Drama,Fantasy
1,The Girlfriend Experience,2016,4,10,7.6777,Drama,NA,NA
2,The Girlfriend Experience,2017,11,7,6.799,Drama,NA,NA
1,The Glades,2010,8,15,7.5565,Action,Crime,Drama
2,The Glades,2011,7,10,7.7349,Action,Crime,Drama
3,The Glades,2012,6,3,7.7,Action,Crime,Drama
4,The Glades,2013,7,11,8.1295,Action,Crime,Drama
6,The Golden Girls,1990,12,29,7.8619,Comedy,Drama,NA
7,The Golden Girls,1991,12,15,8.1142,Comedy,Drama,NA
1,The Good Doctor,2017,12,16,8.0166,Drama,NA,NA
2,The Good Doctor,2018,9,27,8.5886,Drama,NA,NA
1,The Good Fight,2017,3,16,8.3061,Crime,Drama,NA
2,The Good Fight,2018,4,15,8.3906,Crime,Drama,NA
1,The Good Place,2016,11,6,8.4569,Comedy,Drama,Fantasy
2,The Good Place,2017,11,21,8.6044,Comedy,Drama,Fantasy
3,The Good Place,2018,10,7,8.0346,Comedy,Drama,Fantasy
1,The Good Wife,2010,1,17,7.9569,Crime,Drama,Mystery
2,The Good Wife,2011,1,20,8.1038,Crime,Drama,Mystery
3,The Good Wife,2012,1,3,8.1484,Crime,Drama,Mystery
4,The Good Wife,2013,1,9,8.0686,Crime,Drama,Mystery
5,The Good Wife,2014,1,19,8.6433,Crime,Drama,Mystery
6,The Good Wife,2015,1,11,8.1264,Crime,Drama,Mystery
7,The Good Wife,2016,1,13,7.8073,Crime,Drama,Mystery
1,The Great Train Robbery,2013,12,18,7.6064,Biography,Crime,Drama
1,The Guardian,2001,10,2,8.2617,Crime,Drama,NA
1,The Handmaid's Tale,2017,5,15,8.5404,Drama,Sci-Fi,NA
2,The Handmaid's Tale,2018,5,30,8.6874,Drama,Sci-Fi,NA
1,The Heavy Water War: Stopping Hitler's Atomic Bomb,2015,3,22,7.8346,Drama,History,War
1,The Honourable Woman,2014,8,17,7.8468,Drama,Thriller,NA
1,The Huntress,2000,3,7,6.2,Action,Crime,Drama
1,The Innocents,2018,8,24,6.7,Drama,Romance,Sci-Fi
1,The Kill Point,2007,7,22,7.8,Action,Crime,Drama
1,The Killing,2011,5,8,8.2201,Crime,Drama,Mystery
2,The Killing,2012,5,6,8.3926,Crime,Drama,Mystery
3,The Killing,2013,7,3,8.6211,Crime,Drama,Mystery
4,The Killing,2014,8,1,8.8251,Crime,Drama,Mystery
1,The Kingdom,1994,12,4,8.0295,Comedy,Drama,Fantasy
2,The Kingdom,1997,11,11,7.7996,Comedy,Drama,Fantasy
1,The Knick,2014,9,13,8.5754,Drama,NA,NA
2,The Knick,2015,11,15,8.7271,Drama,NA,NA
1,The L Word,2004,2,29,7.929,Drama,Romance,NA
2,The L Word,2005,4,3,7.7052,Drama,Romance,NA
3,The L Word,2006,2,15,7.9171,Drama,Romance,NA
4,The L Word,2007,2,14,7.9493,Drama,Romance,NA
5,The L Word,2008,2,11,7.8995,Drama,Romance,NA
6,The L Word,2009,2,8,7.1419,Drama,Romance,NA
1,The Last Man on Earth,2015,3,31,7.625,Action,Comedy,Drama
2,The Last Man on Earth,2016,1,13,7.8111,Action,Comedy,Drama
3,The Last Man on Earth,2017,1,19,7.5344,Action,Comedy,Drama
4,The Last Man on Earth,2018,1,18,7.4967,Action,Comedy,Drama
1,The Last Post,2017,10,1,7.5,Drama,History,Romance
1,The Last Ship,2014,7,23,8.4383,Action,Drama,Sci-Fi
2,The Last Ship,2015,7,26,8.8961,Action,Drama,Sci-Fi
3,The Last Ship,2016,7,27,8.91,Action,Drama,Sci-Fi
4,The Last Ship,2017,9,7,8.3815,Action,Drama,Sci-Fi
5,The Last Ship,2018,9,16,7.9254,Action,Drama,Sci-Fi
1,The Last Tycoon,2017,6,12,8.1227,Drama,NA,NA
1,The Leftovers,2014,7,31,8.6438,Drama,Fantasy,Mystery
2,The Leftovers,2015,11,4,9.2501,Drama,Fantasy,Mystery
3,The Leftovers,2017,5,10,9.2791,Drama,Fantasy,Mystery
1,The Lizzie Borden Chronicles,2015,4,28,7.3059,Crime,Drama,Horror
1,The Loch,2017,7,5,7.5209,Crime,Drama,Mystery
1,The Long Road Home,2017,11,7,7.9342,Action,Biography,Drama
1,The Looming Tower,2018,3,18,8.1676,Drama,History,NA
1,The Lying Game,2011,8,18,7.7214,Drama,Mystery,NA
2,The Lying Game,2013,3,12,8.7,Drama,Mystery,NA
1,The Magicians,2016,2,26,8.212,Drama,Fantasy,NA
2,The Magicians,2017,3,8,8.4019,Drama,Fantasy,NA
3,The Magicians,2018,2,22,8.8653,Drama,Fantasy,NA
1,The Man in the High Castle,2015,10,17,8.2423,Drama,Sci-Fi,Thriller
2,The Man in the High Castle,2016,12,16,8.5998,Drama,Sci-Fi,Thriller
3,The Man in the High Castle,2018,10,5,8.3794,Drama,Sci-Fi,Thriller
1,The Marvelous Mrs. Maisel,2017,10,27,8.482,Comedy,Drama,NA
1,The Mentalist,2009,1,17,8.1053,Crime,Drama,Mystery
2,The Mentalist,2010,1,20,8.1977,Crime,Drama,Mystery
3,The Mentalist,2011,1,18,8.31,Crime,Drama,Mystery
4,The Mentalist,2012,1,16,8.2263,Crime,Drama,Mystery
5,The Mentalist,2013,1,11,8.2447,Crime,Drama,Mystery
6,The Mentalist,2014,1,21,8.3736,Crime,Drama,Mystery
7,The Mentalist,2015,1,12,8.3758,Crime,Drama,Mystery
1,The Messengers,2015,6,1,7.8609,Drama,Fantasy,Mystery
1,The Miniaturist,2017,12,26,7.6077,Drama,Mystery,NA
1,The Mist,2017,7,21,6.467,Drama,Horror,Sci-Fi
1,The Mob Doctor,2012,10,25,7.5605,Crime,Drama,Mystery
1,The New Edition Story,2017,1,25,8.7434,Biography,Drama,Music
1,The Newsroom,2012,7,25,8.5712,Drama,NA,NA
2,The Newsroom,2013,8,12,8.4815,Drama,NA,NA
3,The Newsroom,2014,11,26,9.0598,Drama,NA,NA
1,The Night Of,2016,8,1,8.8462,Crime,Drama,NA
1,The Night Shift,2014,6,20,5.7516,Drama,Romance,NA
2,The Night Shift,2015,4,5,5.6409,Drama,Romance,NA
3,The Night Shift,2016,7,11,5.4557,Drama,Romance,NA
4,The Night Shift,2017,7,26,4.4073,Drama,Romance,NA
1,The O.C.,2003,12,22,8.3388,Comedy,Drama,Romance
2,The O.C.,2005,2,18,8.1232,Comedy,Drama,Romance
3,The O.C.,2006,1,23,7.7194,Comedy,Drama,Romance
4,The O.C.,2006,12,30,7.9342,Comedy,Drama,Romance
1,The OA,2016,12,16,8.2288,Drama,Fantasy,Mystery
1,The Originals,2014,1,18,9.0787,Drama,Fantasy,Horror
2,The Originals,2015,1,21,9.0434,Drama,Fantasy,Horror
3,The Originals,2016,1,27,9.1468,Drama,Fantasy,Horror
4,The Originals,2017,5,4,9.0221,Drama,Fantasy,Horror
5,The Originals,2018,6,25,8.8019,Drama,Fantasy,Horror
1,The Orville,2017,10,20,7.9811,Adventure,Comedy,Drama
1,The Outer Limits,1995,5,25,7.275,Drama,Fantasy,Horror
2,The Outer Limits,1996,4,18,7.7872,Drama,Fantasy,Horror
3,The Outer Limits,1997,4,12,7.3958,Drama,Fantasy,Horror
4,The Outer Limits,1998,6,6,7.3438,Drama,Fantasy,Horror
5,The Outer Limits,1999,5,8,7.3442,Drama,Fantasy,Horror
6,The Outer Limits,2000,4,9,7.4247,Drama,Fantasy,Horror
7,The Outer Limits,2001,6,29,7.6593,Drama,Fantasy,Horror
1,The Outsiders,1990,3,25,8.9,Drama,NA,NA
1,The Pacific,2010,4,14,8.1046,Action,Adventure,Drama
1,The Path,2016,4,24,8.2217,Drama,NA,NA
2,The Path,2017,2,27,7.8244,Drama,NA,NA
1,The Pillars of the Earth,2010,8,9,7.8627,Drama,History,Romance
1,The Playboy Club,2011,9,19,6.7,Crime,Drama,NA
1,The Player,2015,10,22,7.9293,Action,Crime,Drama
1,The Pretender,1996,9,19,8.1,Drama,Mystery,Sci-Fi
1,The Purge,2018,9,18,6.6697,Action,Drama,Horror
1,The Real O'Neals,2016,4,10,7.9376,Comedy,Drama,Musical
2,The Real O'Neals,2016,11,8,7.8701,Comedy,Drama,Musical
1,The Red Road,2014,3,16,8.1198,Drama,NA,NA
2,The Red Road,2015,4,2,8.3,Drama,NA,NA
1,The Red Tent,2014,12,7,7.2411,Adventure,Drama,History
1,The Resident,2018,3,13,7.2082,Drama,NA,NA
2,The Resident,2018,9,24,8.5,Drama,NA,NA
1,The Returned,2013,1,17,8.1341,Drama,Fantasy,Horror
1,The Returned,2015,4,9,7.5896,Drama,Fantasy,Horror
2,The Returned,2015,10,10,7.6523,Drama,Fantasy,Horror
1,The Riches,2007,3,19,7.7,Comedy,Crime,Drama
1,The Royals,2015,4,15,8.3742,Drama,NA,NA
2,The Royals,2015,12,16,8.7109,Drama,NA,NA
3,The Royals,2016,12,4,8.6,Drama,NA,NA
1,The Secret Circle,2012,1,4,8.1746,Drama,Fantasy,Horror
1,The Secret Life of the American Teenager,2008,9,3,7.1,Comedy,Drama,Family
1,The Shield,2002,4,23,7.8691,Crime,Drama,Thriller
2,The Shield,2003,2,14,7.7389,Crime,Drama,Thriller
3,The Shield,2004,4,30,7.9408,Crime,Drama,Thriller
4,The Shield,2005,4,28,6.9117,Crime,Drama,Thriller
5,The Shield,2006,2,13,7.4931,Crime,Drama,Thriller
6,The Shield,2007,5,4,7.7227,Crime,Drama,Thriller
7,The Shield,2008,10,14,8.1117,Crime,Drama,Thriller
1,The Shining,1997,4,28,6.5607,Drama,Fantasy,Horror
1,The Sinner,2017,8,26,8.3454,Crime,Drama,Mystery
2,The Sinner,2018,8,24,8.0195,Crime,Drama,Mystery
1,The Slap,2015,2,21,7.5779,Drama,NA,NA
1,The Son,2017,5,3,7.8279,Drama,Western,NA
1,The Sopranos,1999,2,21,8.7453,Crime,Drama,NA
2,The Sopranos,2000,2,27,8.761,Crime,Drama,NA
3,The Sopranos,2001,4,8,8.8828,Crime,Drama,NA
4,The Sopranos,2002,10,27,8.4073,Crime,Drama,NA
5,The Sopranos,2004,4,18,8.7864,Crime,Drama,NA
6,The Sopranos,2006,10,1,8.7718,Crime,Drama,NA
1,The Staircase,2018,6,8,7.3882,Crime,Documentary,Drama
1,The Stand,1994,5,10,7.3232,Adventure,Drama,Fantasy
1,The Strain,2014,8,24,8.1389,Drama,Horror,Thriller
2,The Strain,2015,8,23,8.0231,Drama,Horror,Thriller
3,The Strain,2016,9,28,8.2981,Drama,Horror,Thriller
4,The Strain,2017,8,16,8.4179,Drama,Horror,Thriller
1,The Take,2009,6,21,8.0172,Crime,Drama,Thriller
1,The Terror,2018,4,27,8.4718,Adventure,Drama,History
1,The Tomorrow People,2014,1,20,8.398,Action,Drama,Sci-Fi
1,The Unit,2006,4,15,7.816,Action,Drama,Thriller
2,The Unit,2007,1,7,7.8486,Action,Drama,Thriller
3,The Unit,2007,10,31,8.0822,Action,Drama,Thriller
4,The Unit,2009,1,9,8.0752,Action,Drama,Thriller
1,The Unusuals,2009,4,8,7.4,Comedy,Drama,NA
1,The Vampire Diaries,2010,1,9,8.4816,Drama,Fantasy,Horror
2,The Vampire Diaries,2011,1,4,8.7551,Drama,Fantasy,Horror
3,The Vampire Diaries,2012,1,7,8.8092,Drama,Fantasy,Horror
4,The Vampire Diaries,2013,1,26,8.7218,Drama,Fantasy,Horror
5,The Vampire Diaries,2014,1,19,8.3912,Drama,Fantasy,Horror
6,The Vampire Diaries,2015,1,16,8.4253,Drama,Fantasy,Horror
7,The Vampire Diaries,2016,1,26,8.4884,Drama,Fantasy,Horror
8,The Vampire Diaries,2017,1,2,8.768,Drama,Fantasy,Horror
1,The Walking Dead,2010,11,17,8.7018,Drama,Horror,Sci-Fi
2,The Walking Dead,2011,12,29,8.5113,Drama,Horror,Sci-Fi
3,The Walking Dead,2013,1,6,8.5037,Drama,Horror,Sci-Fi
4,The Walking Dead,2014,1,5,8.4808,Drama,Horror,Sci-Fi
5,The Walking Dead,2015,1,4,8.5695,Drama,Horror,Sci-Fi
6,The Walking Dead,2016,1,6,8.307,Drama,Horror,Sci-Fi
7,The Walking Dead,2017,1,11,7.7381,Drama,Horror,Sci-Fi
8,The Walking Dead,2018,1,17,7.019,Drama,Horror,Sci-Fi
1,The Walking Dead: Webisodes,2011,10,3,6.9703,Drama,Horror,Sci-Fi
2,The Walking Dead: Webisodes,2012,10,1,7.6255,Drama,Horror,Sci-Fi
3,The Walking Dead: Webisodes,2013,10,1,7.6607,Drama,Horror,Sci-Fi
1,The West Wing,1999,12,14,8.6148,Drama,NA,NA
2,The West Wing,2001,1,11,8.8406,Drama,NA,NA
3,The West Wing,2002,1,12,8.3295,Drama,NA,NA
4,The West Wing,2003,1,12,8.2863,Drama,NA,NA
5,The West Wing,2004,1,15,8.0183,Drama,NA,NA
6,The West Wing,2005,1,16,8.1152,Drama,NA,NA
7,The West Wing,2006,1,22,8.3636,Drama,NA,NA
1,The Whispers,2015,7,15,7.8569,Drama,Horror,Mystery
1,The Whispers,2015,7,15,7.8569,Drama,Horror,Mystery
1,The White Princess,2017,4,25,8.0524,Drama,NA,NA
1,The White Queen,2013,8,11,7.793,Drama,History,Romance
1,The Wire,2002,7,18,8.3227,Crime,Drama,Thriller
2,The Wire,2003,7,12,8.2375,Crime,Drama,Thriller
3,The Wire,2004,11,1,8.4161,Crime,Drama,Thriller
4,The Wire,2006,10,25,8.3944,Crime,Drama,Thriller
5,The Wire,2008,2,6,8.4093,Crime,Drama,Thriller
3,The Wonder Years,1990,1,26,8.6288,Comedy,Drama,Family
4,The Wonder Years,1991,2,7,8.5049,Comedy,Drama,Family
5,The Wonder Years,1992,1,15,8.2673,Comedy,Drama,Family
6,The Wonder Years,1992,12,26,8.3043,Comedy,Drama,Family
1,The X-Files,1994,1,4,7.9288,Drama,Mystery,Sci-Fi
2,The X-Files,1995,1,11,8.1062,Drama,Mystery,Sci-Fi
3,The X-Files,1996,1,12,8.2933,Drama,Mystery,Sci-Fi
4,The X-Files,1997,1,22,8.2685,Drama,Mystery,Sci-Fi
5,The X-Files,1998,2,4,8.4239,Drama,Mystery,Sci-Fi
6,The X-Files,1999,2,9,8.418,Drama,Mystery,Sci-Fi
7,The X-Files,2000,2,14,7.9099,Drama,Mystery,Sci-Fi
8,The X-Files,2001,2,7,8.1097,Drama,Mystery,Sci-Fi
9,The X-Files,2002,2,22,7.7807,Drama,Mystery,Sci-Fi
10,The X-Files,2016,2,5,7.6359,Drama,Mystery,Sci-Fi
11,The X-Files,2018,2,9,7.6945,Drama,Mystery,Sci-Fi
1,Third Watch,2000,2,17,4.55,Action,Crime,Drama
6,Third Watch,2005,5,6,9.4,Action,Crime,Drama
1,Thirteen,2016,4,5,7.6324,Crime,Drama,Mystery
1,This Is Us,2016,12,14,8.6908,Comedy,Drama,Romance
2,This Is Us,2017,12,12,8.6115,Comedy,Drama,Romance
3,This Is Us,2018,10,2,8.7253,Comedy,Drama,Romance
1,Threat Matrix,2003,10,2,8.4,Drama,Mystery,Thriller
1,Three Rivers,2009,10,25,8.7008,Drama,NA,NA
1,Threshold,2005,9,17,7.6068,Action,Drama,Sci-Fi
1,Time After Time,2017,3,13,7.6621,Drama,Sci-Fi,NA
1,Timeless,2016,12,9,8.3006,Action,Adventure,Drama
2,Timeless,2018,4,18,8.6145,Action,Adventure,Drama
1,Titanic,2012,4,14,6.5,Drama,NA,NA
1,Togetherness,2015,2,8,7.9146,Comedy,Drama,Romance
